"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20"
"1" -0.995676224357716 -1.98929285967204 0.993560495064578 1.99120848838635 0.993968073793973 2.98563941376983 0.000729199016131442 -0.000827595215529185 -2.98509190499093 -0.994212740297413 2.98467094093554 1.9908371409747 -1.99175840952304 2.98746635311359 -0.993122671382307 1.98885027419391 -0.994469783430266 0.9961438141745 1.98864282716434 -0.995263373552899
"2" -0.986070518417763 0.00884161257514211 1.99520149356441 -1.01013196785305 0.979299501927309 2.00883628580284 0.992843047994865 4.95419814384145 1.04118218157289 -0.0300968234415321 -0.98213186505517 0.953300384950382 1.98374802529374 1.99854354501756 -2.95135258807708 0.975572577568365 1.99520259896191 0.986533475448195 -0.00106649247534503 -0.94436950037352
"3" 0.993021796711884 1.98228205958238 2.9837632220677 1.99538678534324 1.99591505344557 -2.97638537578016 -0.991570654169401 -3.98080191705207 -0.0124930858346108 -0.994401241845366 -0.993585420357479 1.9916706009866 -0.991695305273698 -0.00491219161706057 -0.00305441280687617 1.99087345382455 -1.99258933965541 -0.989903575312464 5.97587826837556 -0.988953804768549
"4" 1.00423232828653 0.983658308660182 0.993672229402552 2.98251872931167 -2.0112553917513 0.011092458362023 -0.016539259593535 -1.97686166911368 -3.00579962928764 -3.96815260116057 -0.0112172536513903 -2.00094029960515 -0.997304821423335 -0.991550274325657 -1.98835730445234 -2.99992188536454 0.00627336820616472 0.00374266174310717 0.00501867110136169 -1.98603419609575
"5" -0.994865261113769 -1.99029952730121 -1.99050653423085 0.994557821998514 -0.000568456633676495 0.995248474657526 -1.98938794655507 -0.994749733804422 0.000489660687757555 -1.98933485998354 1.98988302550788 3.81379197578331e-05 0.994872810255147 -0.994790908231666 -2.98519481676684 0.995669808028256 -1.98928683942347 2.9851296272974 2.98492488722001 -0.994566010599971
"6" -0.992686165409269 -1.99176343717644 -0.996079106448387 -0.992675218952534 -0.00813702950995609 -2.98034913624482 1.00489624676648 2.01298429058545 -1.00953451802814 1.01964469371951 0.980873815910536 0.96747214203322 -1.99925968678207 -0.9838285986768 -1.94780295620173 -2.00284022864146 0.983266284801622 -0.976578680949923 0.00639758248852157 1.99683491872831
"7" -1.98907807842948 0.992814299525706 -0.000798501319940717 0.994756033348226 -2.98334636343335 0.995519352360062 -0.996942116375003 -0.992891659934965 -0.994057596771755 -3.97976645452719 1.99035039822071 -0.000704112979259375 0.993835136901298 0.993630407748605 0.000193718544459609 -0.000473938265630685 -0.000536460146647342 1.99000116638167 0.000442833806516224 2.98507964178421
"8" -1.98969608604152 8.25729105588175e-05 1.98978151533166 0.995010647477764 0.995001767161991 -1.9900281127361 6.44346758001375e-05 1.98975384587202 0.994898510981791 -2.98513042377677 0.994736570957938 1.98990326045729 -0.000125837523712431 4.58888062690431e-05 1.99012295726921 3.97990065378164 -1.98995175907643 2.98484024454248 -0.000171210811657381 2.98472095112174
"9" -0.994802001422187 -1.99234849792747 -0.998519973569099 -0.994280085723686 -0.995261298278 1.99143421776819 0.993978751100463 -0.996013061292845 1.9921209446087 -0.992988031980803 0.99662081889715 0.00239969802637543 -0.991772500838775 -0.997062290301215 -1.98952433724618 -1.98771146523056 0.996485763447844 0.994259013047903 -1.98834914520416 2.9824344327291
"10" -2.97834965434831 -0.00312801212786703 -1.00018111155052 -0.988049696467961 -1.00265539122116 -1.98128466277833 3.96684872929664 -2.99094487345063 -0.0216150834096036 -0.00780036029397169 -0.990621562366581 -1.0146227060935 3.98479634711146 0.00871052317307352 1.00141058770861 -1.01055504930321 1.99787874476579 -2.00069263537659 0.00571498060298902 -1.00375183314447
"11" 4.19576497006445 -2.8974309844247 0.53239674222436 3.180726697506 3.00748616053122 4.93957561451139 -1.80012092305213 -4.76754741627673 -0.249076019445449 -1.97736320809851 -3.14389885836231 -0.645556342072657 -2.67731213895367 3.67943183856279 -2.40381091580701 2.83282645519557 -1.21603192301458 2.85689438203553 -0.162353988489301 -0.0225553670587137
"12" -3.02622340642531 0.027710047050552 2.0520046523688 0.911348625821012 0.0488401167834314 2.7014148798348 -0.485876187877521 -0.0422364712818405 0.243302182658534 -2.02149739877967 -0.167340953936336 -0.0712907713028961 3.10229979739617 -0.94706261983177 0.0443306903046281 1.06816521823001 -0.966239920315111 -1.01901347394801 -2.97904912246947 -0.174076955556491
"13" 0.013793439382579 4.96480180089423 -2.99006223460153 -2.01864569617288 0.996062850899657 0.98552315153561 -1.97458559098727 0.00416171387401999 1.0106428145121 1.98861244429527 1.99254601814314 -3.02207438509168 -0.997553165009031 -2.9734058934193 2.00535144360624 -0.971934870914417 -0.00612151580359171 1.01566555243998 0.00417676120378735 2.0129019198181
