"V1" "V2" "V3"
"1" -1.81998646616233e-09 1.15575297620121e-09 5.61685404151922e-10
"2" 1.1500756738688e-09 -3.32418757055628e-09 5.66857293622153e-10
"3" 1.3330025286368e-09 -1.65765323866053e-09 3.73252621987496e-10
"4" 0.994958638069779 -1.0121280411213e-09 -0.994958638354164
"5" 4.89356302396463e-10 -1.35044236111211e-09 0.994958635517916
"6" -2.10428170076444e-09 0.994958638297374 -9.85145298283104e-11
"7" 0.000687475067143787 -1.01076898393696 -0.00555518398787689
"8" 0.996537744394859 0.000462267020971684 -0.000238399415857701
"9" 1.28806314867336e-09 7.26558703969514e-10 -3.48529994497534e-09
"10" 1.48567283192791e-09 -5.61954139584611e-10 -6.07985766170163e-10
"11" 1.0098125504439e-09 -1.61183624615269e-09 0.994958636590031
"12" 1.2955085919773e-09 -0.994958634562605 -1.55632674626777e-09
"13" -3.59715307114198e-10 -3.1650645054683e-10 0.994958635319372
"14" 8.6564258528818e-10 -1.54669239608347e-09 2.06624286755512e-09
"15" 0.994958635429584 -0.994958638497625 2.6841211352325e-10
"16" 0.994958636725139 2.32639080708039e-11 -3.44713650852545e-10
"17" 0.994958635350725 2.56539358748302e-10 -1.62069294231852e-09
"18" 0.994958635608085 -1.34004389283245e-09 4.23849174676977e-10
"19" 3.27446977591629e-09 0.994958637788646 -1.6189177144396e-09
"20" -0.0291921695002206 0.0016023424063698 1.02362433902393
"21" 0.994958638161446 3.42014943759676e-09 5.09145656829074e-10
"22" -2.07592078996316e-09 8.79679647934027e-10 2.60851278895782e-10
"23" 3.67976588625093e-10 5.38760753768689e-10 1.39362065266586e-09
"24" -1.47759977911049e-09 -3.72983750227831e-09 0.994958636996621
"25" 1.64124621837507e-09 -7.02210776917538e-10 0.994958636024661
"26" -1.68485713710054e-09 -0.994958638234674 -0.994958637127497
"27" 0.994958637200803 9.7025934190487e-10 0.994958636830971
"28" 1.31851300453162e-09 -0.994958637331494 1.22502686204053e-09
"29" -2.37790341477559e-10 -4.69828303193966e-10 3.57115882247618e-09
"30" 1.34358918904418e-09 -1.28263363427115e-09 4.82826774589228e-10
"31" -0.951390886887889 -0.00531506160166348 0.0167544493408175
"32" 7.9457897964289e-10 -5.67078507666158e-10 6.79006211189358e-10
"33" 0.994958639077949 -1.54885129556395e-09 -1.40675440726846e-09
"34" 0.994958634809717 1.10590466796406e-09 -3.61619662914178e-10
"35" -3.03005103585412e-10 2.25362765682778e-10 -0.994958636462017
"36" -1.40339983380641e-09 -1.3326726915066e-09 0.994958637680224
"37" 8.46325291834393e-10 0.994958637054501 -0.994958637495436
"38" -1.12938920890703e-09 2.68665141675976e-09 -1.28385886862185e-09
"39" -1.66532503669751e-09 0.994958638635153 -1.4517314649959e-09
"40" -2.48768624528004e-09 -3.28303874344885e-10 2.23998138815166e-10
"41" 0.0196628059410491 -2.08431202776244 1.05627170675622
"42" -7.85952572720721e-10 1.63509047677254e-10 -0.994958637341475
"43" 1.59860636623042e-09 -1.91761415996006e-09 -5.95714207804653e-09
"44" 0.99495863763084 -1.10931684451026e-09 0.994958637293506
"45" 9.44800537242312e-10 -0.994958638058517 1.59252835332889e-09
"46" -1.29033330547443e-09 -1.44594611898281e-09 1.49373676930366e-09
"47" 1.18626266436252e-09 3.21778378862562e-09 5.45916060620696e-10
"48" 3.41130083207043e-09 -0.994958637031288 -1.39263557664572e-09
"49" 1.25624966605713e-10 -0.994958637783069 -0.994958636998777
"50" 1.2938240727505e-09 -0.994958635812873 1.38703515410884e-09
"51" 0.994958638831595 -9.7028687066116e-10 5.88528525382431e-10
"52" -3.96645775218583e-09 -1.47930195100888e-09 -0.994958637222805
"53" -8.61286791671571e-10 3.02310538980083e-09 1.43728085731448e-09
"54" -1.51712903138351e-10 -2.31900472552689e-09 9.84444941722628e-10
"55" -0.994958639622979 -1.52506615786435e-09 -8.32371715092752e-10
"56" 1.18503359911345e-09 -1.06797191520004e-09 -3.11432669451334e-09
"57" 2.87798861618323e-10 -9.74286460854312e-10 -3.32118488764646e-09
"58" 4.64282075027218e-10 2.29463234571731e-09 1.25274342048759e-09
