"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" -7.87807843003656e-10 1.98991223405717 4.97469139122211 2.68987080730937e-09 2.46242773613508e-09 -0.994958634610492 -0.994958640218456 -4.48389777029625e-10 0.994958637301414 -3.02572428487293e-09
"2" 1.98994691650594 -2.98478306037803 -1.9899529667468 3.52425332411579e-05 0.994875055299265 3.08159715648807e-05 9.4504044432767e-05 0.99493305059285 -0.994899066079642 5.66167834567762e-05
"3" -0.994958640140753 -1.98991223584104 2.98485570296981 0.994958633343593 2.40629989452279e-10 2.01044150716914e-09 -1.98991223492684 -0.994958634668193 -4.19058943271969e-10 5.234355533405e-10
"4" 8.75973916481946e-08 -0.994958889287431 1.28117302588373e-07 -1.4543134337986e-07 1.98991227900561 0.994958462848515 -0.994958637837046 0.994958780330406 0.994958489430004 0.994958793781309
"5" 1.98991222848513 -1.98991223448989 1.00616290730677e-09 -0.994958629714489 0.994958639752052 -0.994958637723598 2.98485569937492 -0.994958635815664 2.984855699577 -3.747344715891e-09
"6" -0.00151653175217108 0.993021130740519 -0.994305056479435 -0.995336792493727 0.00151238946381926 0.00272280623769236 0.000163423311027549 1.98989069868767 1.98976492860749 0.00160463414600048
"7" 0.994958634699559 -9.08795999707011e-11 1.98991223490699 1.98991223536114 -1.95417492364607e-09 0.994958639878952 1.98991223839697 3.52281742885557e-09 -2.98485570673123 -5.6562233522349e-09
"8" -0.994958636825816 5.3379694543219e-09 0.994958638688438 0.994958640107699 -0.994958634977478 0.994958636923098 1.35667041730531e-09 0.994958645476768 -0.994958640992638 -0.994958638007413
"9" 0.994958633682768 1.98991224453246 1.98991223218303 0.994958636070927 -1.9899122431145 -1.48667514024316e-08 -0.994958637860132 -1.98991222989409 -1.98991223115335 -0.994958646070656
"10" 1.98732863244418 0.993989765646387 -0.99166193994644 -1.99037031590183 0.00151459224460244 0.00145324197121374 -1.99096610545454 -0.00297798276607294 2.98531512567483 0.994289146440723
"11" 0.99495863707559 -0.994958638827882 -0.994958635809472 -1.02415364305361e-09 -1.18854843265648e-09 3.97784252124028e-09 -4.93999693529622e-09 -4.92876076131812e-09 -0.994958635375029 6.6946028238104e-10
"12" -0.994958634465851 0.994958635010943 -0.994958633076148 -5.27647719965575e-09 -2.9848557064188 -3.82088072375639e-09 0.99495863979822 -0.994958637380535 -0.994958640322303 -0.994958636054818
"13" 6.85946914095855e-09 0.994958634053701 -0.994958646777047 -0.994958628214889 -0.994958629294178 -0.994958637807954 1.9899122392476 1.22081079404515e-08 -0.994958641979433 1.98991223316282
"14" 1.98991222385454 1.98991223045638 0.994958636837003 1.98991223941332 0.994958639600421 1.98991223726405 -0.994958634942534 3.97978386698693 -1.98991224050736 0.994958631400255
"15" 1.16110365554286e-08 1.9899122300489 -0.994958604288929 0.994958635312268 -1.24172298124249e-08 -1.98991223219883 -0.994958661616566 1.48265293253e-08 0.994958664347754 -1.49891155129808e-08
"16" -0.994958630364379 0.994958634650558 -1.52525083691381e-09 -0.994958639152492 1.98991223062147 -1.98991223543952 -0.994958642283719 0.994958641658349 4.95478164256556e-09 0.994958639988897
"17" -1.98991223399999 0.994958638883129 -2.98485569705045 -4.91174961758787e-09 0.994958630913421 -2.98485570421044 -4.01133997583136e-10 -3.29657795549145e-09 -0.99495863869265 2.98485570423531
"18" -4.97469139027207 2.98485570279353 0.994958645865234 8.63801400193382e-09 -0.994958648792635 0.994958626649265 -1.98991224033813 0.994958638494509 8.2259157681549e-10 -1.98991224272074
"19" 3.03079637060881e-09 0.994958638121147 -0.994958640051942 0.994958637097372 -0.994958632404383 1.98991223631568 -1.04935970880725e-09 -0.994958638120053 1.98991223681611 -0.99495863790639
"20" -1.61612237994202e-06 3.04781350352495e-07 -1.98990856562382 -0.99496147796912 4.58227634140664e-07 -0.994958375443276 0.994958749485799 -0.99496257630183 3.20159177459292e-07 -0.994956914375379
"21" 2.98485570559286 -1.98991223140769 1.98991222762541 -0.994958635044425 0.994958638791502 1.98991222805546 4.18454300583888e-09 -0.994958634337999 -1.98991223646503 0.994958638583892
"22" -0.994958625113827 -1.9899122334816 1.98991223030179 -0.994958634499278 -1.9899122302605 3.3238844312371e-09 -2.98485570004604 -1.48907401988886e-09 -1.98991223399198 1.98991223208288
"23" -1.98991223719933 -0.994958639938246 -0.994958633303631 0.994958628270164 -1.51510808270084e-09 0.994958640238273 4.10980173290106e-09 -6.33973526011262e-09 -1.98991222927477 1.98991224113882
